"Test Number","Brand","Textile Mill","Fabric Database","Labratory","Fuze Fabric Number","Wash","Number of Washes","Test Method","Test Method (dropdown)","Test Report #","Tested Bacteria #1","Antimicrobial Result #1","Tested Bacteria","Tested Bacteria #2","Antibacterial Result #2","Written Result (Fungal Testing)","Tested Odor","Tested Metal","ICP (Ag) Result","ICP (Au) Result","Fuze Internal Report #","Date","Date (post wash)","Testing Labratory","Fuze Application Date","Report 1","Report 1 : URL","Report 2","Report 2 : URL","Report 3","Report 3 : URL","Report 4","Report 4 : URL","Image","Image : URL","Ag Serial #","Au Serial #","Fungal Serial #","Machine Type","Post Wash Report #","Ag","Record ID"
"433","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00992263","Salmonella enterica","0%","Salmonella enterica subsp. Enterica","","","subsp. Enterica","","","","","","06/29/2021","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile   ","","","67777d1c126ae702d825b785"
"434","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00902743","E-coli (ATCC 8739)","71%","E-coli","","","","","","","","AG20001","07/31/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d1c126ae702d825b789"
"435","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00902998","E-coli (ATCC 8739)","77%","E-coli","","","","","","","","TW20002","07/31/2020","","ITS TW","","","","","","","","","","","","","","","MISTIi Stenter ","","","67777d1c126ae702d825b78f"
"436","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00902999","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only. ","","","","","","07/31/2020","","ITS TW","","","","","","","","","","","","","","","MISTIi Stenter ","","","67777d1c126ae702d825b793"
"437","","","","ITS - Taiwan","","0","0 Wash","AATCC 147(7天)","AATCC 147","TWNC00903807","E-coli (ATCC 8739)","","E-coli","","","No inhibition of growth.","","","","","","08/05/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile   ","","","67777d1c126ae702d825b797"
"438","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00907170","E-coli (ATCC 8739)","","E-coli","","","No inhibition of growth.","","","","","","08/14/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile   ","","","67777d1c126ae702d825b79b"
"439","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00907173","E-coli (ATCC 8739)","100%","E-coli","","","","","","","","SB20003","08/14/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile   ","","","67777d1c126ae702d825b7a1"
"440","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00907547","E-coli (ATCC 8739)","100%","E-coli","","","","","","","","","08/18/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile   ","","","67777d1c126ae702d825b7a5"
"441","","","","ITS - Taiwan","","0","0 Wash","AATCC 100","AATCC 100","TWNC00908672","E-coli (ATCC 8739)","","E-coli & Staph","Staph (AATCC 6538)","","--","","","","","","08/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile   ","","","67777d1c126ae702d825b7a9"
"442","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00903638","E-coli (ATCC 8739)","","E-coli","","","--","","","","","","08/05/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1c126ae702d825b7ad"
"443","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00906802","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only. Without
Escherichia coli clear zone.","","","","","GP20003","08/14/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1c126ae702d825b7b1"
"444","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908079","E-coli (ATCC 8739)","","E-coli","","","-","","","","","","08/20/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1d126ae702d825b7b7"
"445","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00903639","E-coli (ATCC 8739)","97%","E-coli","","","","","","","","TW20004","08/05/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1d126ae702d825b7bb"
"446","","","","ITS - Taiwan","","0","0 Wash","COD testing","COD (Chemical Oxygen Demand)","TWNC00904146","","","","","","936 mg/L(已稀釋1000倍)","","","","","","08/07/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d1d126ae702d825b7bf"
"447","","","","ITS - Taiwan","","0","0 Wash","COD testing","COD (Chemical Oxygen Demand)","TWNC00904153","","","","","","976 mg/L(已稀釋1000倍)","","","","","","08/07/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d1d126ae702d825b7c3"
"448","","","","ITS - Taiwan","","0","0 Wash","COD testing","COD (Chemical Oxygen Demand)","TWNC00904567","","","","","","8.0 mg/L","","","","","","07/31/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d1d126ae702d825b7c7"
"449","","","","ITS - Taiwan","","0","0 Wash","COD testing","COD (Chemical Oxygen Demand)","TWNC00904569","","","","","","49.8 mg/L","","","","","","07/31/2020","","ITS TW","","","","","","","","","","","","","","","","","","67777d1d126ae702d825b7cb"
"450","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00906969","E-coli (ATCC 8739)","91%","E-coli","","","","","","","","","08/17/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch ","","","67777d1d126ae702d825b7d1"
"451","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908205","E-coli (ATCC 8739)","100%","E-coli","","","","","","","","KF20005","08/20/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1d126ae702d825b7d5"
"452","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908212","E-coli (ATCC 8739)","99%","E-coli","","","","","","","","KF20006","08/20/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1d126ae702d825b7d9"
"453","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908214","E-coli (ATCC 8739)","100%","E-coli","","","","","","","","KF20008","08/20/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1d126ae702d825b7dd"
"454","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908215","E-coli (ATCC 8739)","100%","E-coli","","","","","","","","KF20009","08/20/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1d126ae702d825b7e3"
"455","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00908325","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only. Without clear zone.","","","","","KF20007","08/20/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1d126ae702d825b7e7"
"456","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908216","E-coli (ATCC 8739)","100%","E-coli","","","","","","","","","08/20/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b7eb"
"457","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908690","E-coli (ATCC 8739)","56%","E-coli","","","","","","","","KF20011","08/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b7f1"
"458","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00908693","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only. ","","","","","KF20012","08/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b7f6"
"459","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00908703","E-coli (ATCC 8739)","100%","E-coli","","","","","","","","KF20010","08/19/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b7fa"
"460","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00908702","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only.","","","","","KF20013","08/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b800"
"461","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00909105","E-coli (ATCC 8739)","97%","E-coli","","","","","","","","FD20008","08/24/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b804"
"462","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00909132","E-coli (ATCC 8739)","93%","E-coli","","","","","","","","","08/24/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b808"
"463","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00909137","E-coli (ATCC 8739)","99%","E-coli","","","","","","","","","08/24/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Conveyor","","","67777d1e126ae702d825b80c"
"464","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00912364","E-coli (ATCC 8739)","73%","E-coli","","","","","","","","BN20009","09/01/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1e126ae702d825b812"
"465","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00912367","E-coli (ATCC 8739)","82%","E-coli","","","","","","","","BN20010","09/01/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1e126ae702d825b816"
"466","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00909139","E-coli (ATCC 8739)","","E-coli","","","","","","","","BN20008","08/24/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1e126ae702d825b81a"
"467","","","","","","0","0 Wash","COD testing","COD (Chemical Oxygen Demand)","","","0%","","","","Inhibition of growth beneath the specimen only. Without
clear zone.","","","","","","","","ITS Shanghai","","","","","","","","","","","","","","","","","","67777d1e126ae702d825b81e"
"468","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00912693","E-coli (ATCC 8739)","62%","E-coli","","","","","","","","BN20011","09/02/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1e126ae702d825b822"
"469","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00916377","E-coli (ATCC 8739)","56%","E-coli","","","","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b828"
"470","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00916378","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only.","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b82c"
"471","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00916379","E-coli (ATCC 8739)","91%","E-coli","","","","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b830"
"472","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00916380","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only.","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b834"
"473","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00916381","E-coli (ATCC 8739)","0%","E-coli","","","","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b83a"
"474","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00916382","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only","","","","","GP20004","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b83e"
"475","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00916383","E-coli (ATCC 8739)","44%","E-coli","","","","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b842"
"476","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00916384","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only.","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b846"
"477","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00916385","E-coli (ATCC 8739)","73%","E-coli","","","","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b84c"
"478","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00916386","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only.","","","","","GP20007","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b850"
"479","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00916387","E-coli (ATCC 8739)","81%","E-coli","","","","","","","","GP20005","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d1f126ae702d825b854"
"480","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00916388","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only.","","","","","","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b858"
"481","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00916389","E-coli (ATCC 8739)","81%","E-coli","","","","","","","","GP20011","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b85e"
"482","","","","ITS - Taiwan","","50","50 Wash","ASTM E2149","ASTM E2149","TWNC00921780","E-coli (ATCC 8739)","89%","E-coli","","","","","","","","GP20012","10/05/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b862"
"483","","","","ITS - Taiwan","","50","50 Wash","AATCC 147","AATCC 147","TWNC00922584","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only. ","","","","","GP20008","10/07/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b866"
"484","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00916390","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only","","","","","GP20006","09/16/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b86a"
"485","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00917553","E-coli (ATCC 8739)","69%","E-coli ","","","","","","","","","09/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b870"
"486","","","","ITS - Taiwan","","50","50 Wash","ASTM E2149","ASTM E2149","TWNC00921779","E-coli (ATCC 8739)","0%","E-coli ","","","","","","","","","10/05/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b877"
"487","","","","ITS - Taiwan","","50","50 Wash","AATCC 147","AATCC 147","TWNC00922587","E-coli (ATCC 8739)","","E-coli ","","","No inhibition of growth. ","","","","","GP20009","10/07/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b87b"
"488","","","","ITS - Taiwan","","50","50 Wash","ASTM E2149","ASTM E2149","TWNC00930648","E-coli (ATCC 8739)","0%","E-coli ","","","","","","","","","11/06/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b882"
"489","","","","ITS - Taiwan","","50","50 Wash","AATCC 147","AATCC 147","TWNC00930649","E-coli (ATCC 8739)","","E-coli ","","","Inhibition of growth ","","","","","GP20010","11/06/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d20126ae702d825b88b"
"490","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00917554","E-coli (ATCC 8739)","","E-coli","","","Inhibition of growth beneath the specimen only","","","","","","09/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d21126ae702d825b88f"
"491","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00917555","E-coli (ATCC 8739)","99%","E-coli","","","","","","","","KF20014","09/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d21126ae702d825b893"
"492","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00917682","E-coli (ATCC 8739)","0%","E-coli","","","","","","","","","09/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d21126ae702d825b897"
"493","","","","ITS - Taiwan","","0","0 Wash","ASTM E2149","ASTM E2149","TWNC00917683","E-coli (ATCC 8739)","77%","E-coli","","","","","","","","","09/21/2020","","ITS TW","","","","","","","","","","","","","","","MISTI Batch","","","67777d21126ae702d825b89b"
"494","","","","ITS - Taiwan","","0","0 Wash","AATCC 147","AATCC 147","TWNC00922640","E-coli (ATCC 8739)","","E-coli ","","","No inhibition of growth. ","","","","","","10/07/2020","","ITS TW","","","","","","","","","","","","","","","MISTII Mobile","","","67777d21126ae702d825b8a5"
"495","","","","","","0","0 Wash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67777d21126ae702d825b8a9"
